NO,허가일자,상호,설비용량(KW),설치장소,상태,사업개시일,데이터기준일자
1290,2019-08-16,근민 태양광발전소,99.9,제주특별자치도 제주시 애월읍 고성리 247-10,사업개시,2019-12-02,2024-06-30
1291,2019-08-16,재현 태양광발전소,199.8,제주특별자치도 제주시 애월읍 봉성리 2423번지 .2423-2.2423-3,사업개시,2021-01-22,2024-06-30
1292,2019-08-16,현진 태양광발전소,333,제주특별자치도 서귀포시 남원읍 한남리 378-1 .378-6,사업개시,2019-12-31,2024-06-30
1293,2019-08-16,제이에스1호 태양광발전소,439.2,제주특별자치도 제주시 한림읍 상대리 242-3 외4필지,사업개시,2020-11-23,2024-06-30
1294,2019-08-19,승호1호 태양광발전소,44.83,제주특별자치도 제주시 한림읍 상명리 1443-1 외1443-2.1443-3,사업개시,2022-01-03,2024-06-30
1295,2019-08-19,승호2호 태양광발전소,99.68,제주특별자치도 제주시 한림읍 상명리 1443-1 외1443-2.1443-3.1444,사업개시,2022-01-03,2024-06-30
1296,2019-08-19,송백2호 태양광발전소,99.16,제주특별자치도 제주시 한경면 청수리 1619-1 1618-2,사업개시,2020-12-07,2024-06-30
1297,2019-08-19,환영 태양광발전소,99.16,제주특별자치도 제주시 애월읍 납읍리 572-2 .573-1,사업개시,2020-08-05,2024-06-30
1298,2019-08-19,신촌햇빛 태양광발전소,99.16,제주특별자치도 제주시 회천동 910-4,사업개시,2020-07-09,2024-06-30
1299,2019-08-19,더혜윰스테이 쏠라,19.9,제주특별자치도 서귀포시 상예동 206-1,사업개시,2019-12-09,2024-06-30
1300,2019-08-19,양천태양광발전소,291.6,제주특별자치도 제주시 한림읍 상대리 1715번지 외1283,사업개시,2019-11-30,2024-06-30
1301,2019-08-19,나목도 태양광발전소,644.28,제주특별자치도 서귀포시 표선면 가시리 774번지 .775-1.778.779,사업개시,2020-07-13,2024-06-30
1302,2019-08-20,해오름 태양광발전소,497.7,제주특별자치도 제주시 한림읍 금악리 832번지 외832-1,사업개시,2020-04-16,2024-06-30
1303,2019-08-28,베스트 태양광발전소,98.82,제주특별자치도 서귀포시 대정읍 보성리 1889번지 외1886-2.1886-3,사업개시,2020-08-05,2024-06-30
1304,2019-08-28,보람 태양광발전소,499.5,제주특별자치도 제주시 조천읍 신촌리 3709번지 외3710,사업개시,2020-09-07,2024-06-30
1305,2019-08-28,준 태양광발전소,198.9,제주특별자치도 서귀포시 안덕면 감산리 523-3,사업개시,2020-08-28,2024-06-30
1306,2019-08-29,금산태양광발전소2호기,98.55,제주특별자치도 제주시 한림읍 상대리 2925-1,사업개시,2020-09-23,2024-06-30
1307,2019-08-29,삼진태양광발전소,98.82,제주특별자치도 서귀포시 대정읍 보성리 1889번지 외1886-3,사업개시,2020-08-05,2024-06-30
1308,2019-08-29,광덕태양광1호발전소,382.5,제주특별자치도 제주시 애월읍 신엄리 2004번지 외2018.2020,사업개시,2020-01-14,2024-06-30
1309,2019-09-03,제이씨지솔라3호 태양광발전소,310.8,제주특별자치도 서귀포시 안덕면 덕수리 1377번지,사업개시,2020-01-10,2024-06-30
1310,2019-09-03,재현2 태양광발전소,151.7,제주특별자치도 제주시 애월읍 봉성리 2418번지,사업개시,2021-01-22,2024-06-30
1311,2019-09-03,밀정 태양광발전소,99.16,제주특별자치도 제주시 한경면 판포리 2345번지,사업개시,2020-06-15,2024-06-30
1312,2019-09-03,은혜 태양광발전소,198.9,제주특별자치도 제주시 애월읍 봉성리 739번지 외700-2,사업개시,2020-12-07,2024-06-30
1313,2019-09-06,수룡 태양광발전소,199.8,제주특별자치도 제주시 한경면 청수리 2624번지 .2625-8.1109-6,사업개시,2020-11-12,2024-06-30
1314,2019-09-09,그등애태양광에너지 발전소,99.54,제주특별자치도 서귀포시 성산읍 신산리 1411-1 1412,사업개시,2021-01-05,2024-06-30
1315,2019-09-10,하가일공삼 태양광발전소,299.7,제주특별자치도 제주시 애월읍 하가리 103번지,사업개시,2020-03-16,2024-06-30
1316,2019-09-10,동복리 나눔발전소,196.56,제주특별자치도 제주시 구좌읍 동복리 208-1,사업개시,2021-03-30,2024-06-30
1317,2019-09-18,삼달3호태양광발전소,99.16,제주특별자치도 서귀포시 성산읍 신산리 1848-11,사업개시,2021-11-12,2024-06-30
1318,2019-09-25,주식회사 나눔에너지발전소(4호),249.6,제주특별자치도 제주시 조천읍 선흘리 15번지,사업개시,2021-01-12,2024-06-30
1319,2019-09-25,주식회사 나눔에너지발전소(3호),358.02,제주특별자치도 제주시 조천읍 선흘리 715번지,사업개시,2021-01-12,2024-06-30
1320,2019-09-25,제동발전소,498.64,제주특별자치도 제주시 한경면 조수리 2158번지 외2163,사업개시,2022-07-06,2024-06-30
1321,2019-10-09,퐁낭 태양광발전소,199.8,제주특별자치도 제주시 조천읍 대흘리 2384-10,사업개시,2020-11-24,2024-06-30
1322,2019-10-09,승민2태양광발전소,29.4,제주특별자치도 제주시 애월읍 봉성리 222-167,사업개시,2021-01-12,2024-06-30
1323,2019-10-09,영전 태양광발전소,299.7,제주특별자치도 서귀포시 성산읍 난산리 2410-5,사업개시,2021-11-12,2024-06-30
1324,2019-10-10,소원솔라에너지,172.64,제주특별자치도 서귀포시 대정읍 무릉리 1371-2 .1369.1370,사업개시,2021-08-06,2024-06-30
1325,2019-10-10,하석 태양광발전소,299.7,제주특별자치도 서귀포시 남원읍 한남리 975-6,사업개시,2021-07-29,2024-06-30
1326,2019-10-10,지석태양광발전소,278.88,제주특별자치도 서귀포시 대정읍 무릉리 1371-1,사업개시,2020-10-21,2024-06-30
1327,2019-10-17,초록봉성태양광발전소,29.25,제주특별자치도 제주시 애월읍 봉성리 2907-1,사업개시,2021-01-05,2024-06-30
1328,2019-10-17,보타리동명태양광발전소,399.6,제주특별자치도 제주시 한림읍 동명리 633번지 외634.644,사업개시,2020-04-08,2024-06-30
1329,2019-10-26,행원 태양광발전소,99.16,제주특별자치도 제주시 구좌읍 행원리 2594-3,사업개시,2020-12-19,2024-06-30
1330,2019-10-26,동복리2호 태양광발전소,99.16,제주특별자치도 제주시 구좌읍 동복리 1035번지,사업개시,2021-01-04,2024-06-30
1331,2019-10-26,동복리1호 태양광발전소,99.16,제주특별자치도 제주시 구좌읍 동복리 1035번지,사업개시,2021-01-04,2024-06-30
1332,2019-10-28,송광에너지,496.4,제주특별자치도 제주시 조천읍 선흘리 212번지,사업개시,2021-02-01,2024-06-30
1333,2019-11-01,에스제이5호 태양광발전소,153.72,제주특별자치도 제주시 한림읍 상대리 242-11,사업개시,2021-01-04,2024-06-30
1334,2019-11-06,덕천태양광발전소 3호기,196.84,제주특별자치도 제주시 구좌읍 덕천리 349-2,사업개시,2021-02-01,2024-06-30
1335,2019-11-06,덕천태양광발전소 2호기,196.84,제주특별자치도 제주시 구좌읍 덕천리 349-1,사업개시,2021-02-01,2024-06-30
1336,2019-11-06,덕천태양광발전소1호기,98.42,제주특별자치도 제주시 구좌읍 덕천리 349번지,사업개시,2021-02-01,2024-06-30
1337,2019-11-07,태은태양광발전소,99.9,제주특별자치도 제주시 한경면 조수리 3027번지,사업개시,2022-09-13,2024-06-30
1338,2019-11-07,광민태양광발전소,499.5,제주특별자치도 서귀포시 남원읍 한남리 1607-1,사업개시,2021-04-19,2024-06-30
1339,2019-11-07,정미 태양광발전소,499.5,제주특별자치도 서귀포시 남원읍 한남리 1607-3,사업개시,2021-06-28,2024-06-30
1340,2019-11-07,한빛 태양광발전소,299.7,제주특별자치도 제주시 한경면 두모리 208-1,사업개시,2020-11-24,2024-06-30
1341,2019-11-07,서광리 태양광발전소,99.45,제주특별자치도 서귀포시 안덕면 서광리 1486-1,사업개시,2020-11-23,2024-06-30
1342,2019-11-11,남천태양광2호,297.84,제주특별자치도 서귀포시 호근동 972번지,사업개시,2020-04-16,2024-06-30
1343,2019-11-11,남천태양광1호,496.4,제주특별자치도 서귀포시 호근동 972번지,사업개시,2020-04-16,2024-06-30
1344,2019-11-11,안심태양광발전소,299.7,제주특별자치도 서귀포시 대정읍 영락리 1849-1,사업개시,2020-07-13,2024-06-30
1345,2019-11-11,해오름 태양광발전소,120.9,제주특별자치도 제주시 구좌읍 한동리 4611번지,사업개시,2020-02-28,2024-06-30
1346,2019-11-15,송화개발 태양광발전소,999,제주특별자치도 서귀포시 성산읍 난산리 2790번지,사업개시,2021-08-27,2024-06-30
1347,2019-11-15,행원태양광발전소,196.56,제주특별자치도 제주시 구좌읍 행원리 220-2,사업개시,2020-09-07,2024-06-30
1348,2019-11-15,동명리 제주나눔에너지2호,304.02,제주특별자치도 제주시 한림읍 동명리 77번지 외79,사업개시,2020-06-26,2024-06-30
1349,2019-11-18,진드르 태양광발전소,166.5,제주특별자치도 제주시 조천읍 신촌리 3071번지,사업개시,2020-05-25,2024-06-30
1350,2019-11-18,태양1호태양광발전소,120.9,제주특별자치도 제주시 구좌읍 한동리 4611-3,사업개시,2020-02-01,2024-06-30
1351,2019-11-18,태양2호태양광발전소,98.28,제주특별자치도 제주시 구좌읍 행원리 220번지,사업개시,2020-09-07,2024-06-30
1352,2019-11-18,푸른농장1호태양광발전소,98.82,제주특별자치도 제주시 한림읍 명월리 801번지,사업개시,2020-08-14,2024-06-30
1353,2019-11-18,오라2 태양광발전소,30.71,제주특별자치도 제주시 오라이동 3433-2,사업개시,2020-07-09,2024-06-30
1354,2019-11-25,월림산전1호 태양광발전소,99.16,제주특별자치도 제주시 한림읍 월림리 433번지,사업개시,2020-11-24,2024-06-30
1355,2019-11-25,우리 태양광발전소,99.16,제주특별자치도 제주시 한림읍 상명리 266번지,사업개시,2020-12-28,2024-06-30
1356,2019-11-25,동명리 제주나눔에너지1호,289.38,제주특별자치도 제주시 한림읍 동명리 76번지 .77-1,사업개시,2020-06-26,2024-06-30
1357,2019-11-25,썬라이트태양광발전소,99.12,제주특별자치도 제주시 한림읍 금악리 3329-2,사업개시,2023-07-04,2024-06-30
1358,2019-11-25,지민태양광발전소,199.5,제주특별자치도 서귀포시 표선면 하천리 1012번지,사업개시,2020-12-01,2024-06-30
1359,2019-12-04,금중2태양광발전소,999.6,제주특별자치도 서귀포시 남원읍 의귀리 582-1 외584-1,사업개시,2021-06-28,2024-06-30
1360,2019-12-04,신도태양광발전소,18,제주특별자치도 서귀포시 대정읍 신도리 1922번지,사업개시,2020-06-02,2024-06-30
1361,2019-12-04,월림산전2호 태양광발전소,99.16,제주특별자치도 제주시 한림읍 월림리 433-1,사업개시,2020-11-24,2024-06-30
1362,2019-12-04,태양4호태양광발전소,99.9,제주특별자치도 제주시 한경면 조수리 3138-1,사업개시,2022-03-31,2024-06-30
1363,2019-12-04,태양3호 태양광발전소,99.9,제주특별자치도 서귀포시 안덕면 상창리 2435번지,사업개시,2020-08-14,2024-06-30
1364,2019-12-06,와이엠태양광발전소,398.58,제주특별자치도 서귀포시 표선면 가시리 771번지,사업개시,2020-10-21,2024-06-30
1365,2019-12-06,에코파워텍1호 태양광발전소,349.65,제주특별자치도 제주시 조천읍 선흘리 3764번지 외3756.3757.3762.3764,사업개시,2021-01-21,2024-06-30
1366,2019-12-06,동영햇빛발전3호태양광발전소,99.63,제주특별자치도 제주시 구좌읍 행원리 220-3,사업개시,2020-09-07,2024-06-30
1367,2019-12-06,동영햇빛발전2호 태양광발전소,99.63,제주특별자치도 제주시 한경면 조수리 3138번지,사업개시,2022-04-08,2024-06-30
1368,2019-12-12,남원농협2태양광발전소,157.44,제주특별자치도 서귀포시 남원읍 태흥리 674번지,사업개시,2020-07-08,2024-06-30
1369,2019-12-12,한라에너지2호 태양광발전소,910.57,제주특별자치도 서귀포시 표선면 토산리 96-4,사업개시,2021-02-05,2024-06-30
1370,2019-12-12,유촌솔라텍,350,제주특별자치도 서귀포시 대정읍 무릉리 1555번지 외1411-16,사업개시,2021-01-05,2024-06-30
1371,2019-12-12,엠케이에너지,493.02,제주특별자치도 서귀포시 도순동 176번지,사업개시,2021-04-07,2024-06-30
1372,2019-12-12,동영햇빛발전1호 태양광발전소,99.63,제주특별자치도 서귀포시 안덕면 상창리 2435-1,사업개시,2020-08-14,2024-06-30
1373,2019-12-17,6호광장 EV충전스테이션 발전소,78,제주특별자치도 제주시 일도이동 510번지,사업개시,2020-03-26,2024-06-30
1374,2019-12-18,삼양태양광발전소,12,제주특별자치도 제주시 삼양일동 1654-25,사업개시,2020-06-02,2024-06-30
1375,2019-12-18,우일솔라2호 태양광발전소,733.72,제주특별자치도 서귀포시 표선면 세화리 749-1 외781,사업개시,2021-01-04,2024-06-30
1376,2019-12-18,저지리태양광발전소,30,제주특별자치도 제주시 한경면 저지리 1597번지 외1598,사업개시,2020-06-02,2024-06-30
1377,2019-12-18,명희태양광발전소,499.5,제주특별자치도 서귀포시 대정읍 무릉리 1755-3,사업개시,2020-08-14,2024-06-30
1378,2019-12-18,행원리마을회 태양광발전소,94.5,제주특별자치도 제주시 구좌읍 행원리 314-4,사업개시,2020-03-25,2024-06-30
1379,2019-12-19,행원2018 4호 태양광발전소,99.16,제주특별자치도 제주시 구좌읍 평대리 1463번지 .1464-1,사업개시,2021-11-12,2024-06-30
1380,2019-12-19,지원태양광발전소,99.16,제주특별자치도 제주시 회천동 56-2,사업개시,2020-07-09,2024-06-30
1381,2019-12-19,해안동1호 태양광발전소주식회사,399.6,제주특별자치도 제주시 해안동 1512번지 외1512-1.1512-2,사업개시,2020-06-18,2024-06-30
1382,2019-12-19,영광 태양광발전소,99.16,제주특별자치도 제주시 구좌읍 행원리 1967번지,사업개시,2020-07-08,2024-06-30
1383,2019-12-19,삼광2 태양광발전소,236.92,제주특별자치도 제주시 외도일동 2515-2,사업개시,2020-12-11,2024-06-30
1384,2019-12-19,동그란산발전소,497.25,제주특별자치도 제주시 한림읍 금능리 324-1 외326.327,사업개시,2022-12-15,2024-06-30
1385,2019-12-19,금동태양광발전소,388.8,제주특별자치도 서귀포시 성산읍 난산리 1996번지,사업개시,2020-10-29,2024-06-30
1386,2019-12-20,용당리사무소 태양광발전소,20.62,제주특별자치도 제주시 한경면 용수리 1050-1 외1049-1.1052,사업개시,2020-03-18,2024-06-30
1387,2019-12-20,정호태양광발전소,15.86,제주특별자치도 제주시 애월읍 신엄8길 11-8,사업개시,2021-01-26,2024-06-30
1388,2019-12-20,명도암마을회2호태양광발전소,98.42,제주특별자치도 제주시 봉개동 270-6,사업개시,2020-03-26,2024-06-30
1389,2019-12-24,보물태양광발전소,99.06,제주특별자치도 제주시 용강동 232-5,사업개시,2020-11-24,2024-06-30
1390,2019-12-24,대운태양광발전소,99.06,제주특별자치도 제주시 용강동 232번지,사업개시,2020-11-24,2024-06-30
1391,2019-12-24,제주에너지공사 수산 태양광발전소,998.4,제주특별자치도 서귀포시 성산읍 수산리 4403-1,사업개시,2022-12-15,2024-06-30
1392,2020-01-07,지 태양광발전소,100,제주특별자치도 제주시 조천읍 선흘리 3289번지,사업개시,2020-10-20,2024-06-30
1393,2020-01-07,에스원에너지 태양광발전소,495,제주특별자치도 서귀포시 성산읍 난산리 1667번지,사업개시,2021-12-10,2024-06-30
1394,2020-01-07,기정 태양광발전소,19.5,제주특별자치도 제주시 구좌읍 한동리 10-62,사업개시,2020-07-09,2024-06-30
1395,2020-01-07,지민 태양광발전소,99.16,제주특별자치도 제주시 한림읍 귀덕리 3556번지 외3558-1.3558-2,사업개시,2020-09-23,2024-06-30
1396,2020-01-15,티앤알1호 태양광발전소,996,제주특별자치도 서귀포시 남원읍 위미리 3746-3 외3746-5,사업개시,2020-10-29,2024-06-30
1397,2020-01-15,하나투에너지 태양광발전소,997.5,제주특별자치도 서귀포시 표선면 가시리 2613번지,사업개시,2022-12-12,2024-06-30
1398,2020-01-15,위미리 태양광발전소,996,제주특별자치도 서귀포시 남원읍 위미리 3746-4 외3746-6,사업개시,2020-10-29,2024-06-30
1399,2020-01-15,진용태양광발전소,72.59,제주특별자치도 제주시 오라이동 969-4,사업개시,2020-11-06,2024-06-30
1400,2020-01-15,산초태양광발전소,830,제주특별자치도 서귀포시 성산읍 난산리 1670번지 외1668,사업개시,2021-12-10,2024-06-30
1401,2020-01-20,신양랜드태양광발전소,428.4,제주특별자치도 서귀포시 성산읍 난산리 1657번지,사업개시,2021-12-10,2024-06-30
1402,2020-01-20,에스알피태양광발전소,788.5,제주특별자치도 서귀포시 성산읍 난산리 1668번지,사업개시,2021-12-10,2024-06-30
1403,2020-01-20,신금태양광발전소,491.77,제주특별자치도 서귀포시 성산읍 신풍리 231번지 외243.245,사업개시,2020-11-23,2024-06-30
1404,2020-01-20,미항 태양광발전소,495,제주특별자치도 서귀포시 성산읍 난산리 1657-2,사업개시,2021-12-10,2024-06-30
1405,2020-01-22,제주감귤167-1호태양광발전소,196.56,제주특별자치도 제주시 조천읍 대흘리 1202-6,사업개시,2020-06-02,2024-06-30
1406,2020-01-22,제주감귤182호태양광발전소,493.64,제주특별자치도 서귀포시 성산읍 난산리 105번지 외176.179-3,사업개시,2020-11-23,2024-06-30
1407,2020-01-22,제주감귤185호태양광발전소,298.48,제주특별자치도 제주시 한림읍 대림리 263번지,사업개시,2020-04-28,2024-06-30
1408,2020-01-22,무릉 태양광발전소,491.4,제주특별자치도 서귀포시 대정읍 무릉리 3837번지,사업개시,2020-12-07,2024-06-30
1409,2020-01-22,사랑2 태양광발전소,29.25,제주특별자치도 제주시 한림읍 금악리 1012-1,사업개시,2020-10-29,2024-06-30
1410,2020-01-22,시우 태양광발전소,492.17,제주특별자치도 제주시 한경면 판포리 2197번지 외2198-5.2278.2279,사업개시,2020-11-06,2024-06-30
1411,2020-01-22,미소5호 태양광발전소,498,제주특별자치도 서귀포시 남원읍 위미리 3746-7,사업개시,2021-05-06,2024-06-30
1412,2020-01-22,최정임 태양광발전소,300.3,제주특별자치도 제주시 애월읍 어음리 455번지,사업개시,2020-10-29,2024-06-30
1413,2020-01-22,한영발전 태양광발전소,485.94,제주특별자치도 제주시 애월읍 어음리 455-1,사업개시,2020-10-29,2024-06-30
1414,2020-01-23,고리 태양광발전소,354.59,제주특별자치도 제주시 한경면 고산리 3130-18,사업개시,2023-03-22,2024-06-30
1415,2020-01-28,성용태양광발전소,199.8,제주특별자치도 제주시 해안동 400-2,사업개시,2020-10-08,2024-06-30
1416,2020-02-03,무영태양광발전소,51.87,제주특별자치도 서귀포시 대정읍 무릉리 1681-3,사업개시,2020-11-03,2024-06-30
1417,2020-02-03,재영태양광발전소,730.4,제주특별자치도 제주시 구좌읍 종달리 4363번지 외4351-1,사업개시,2022-01-27,2024-06-30
1418,2020-02-03,고다태양광발전소,499.5,제주특별자치도 제주시 한경면 판포리 153-2 외148-1.156번지,사업개시,2022-06-21,2024-06-30
1419,2020-02-05,경봉태양광발전소,752.4,제주특별자치도 서귀포시 성산읍 삼달리 850번지 외847-1.847-2.848-1.848-2,사업개시,2022-03-29,2024-06-30
1420,2020-02-07,제주 신도리4 태양광발전소,49.77,제주특별자치도 서귀포시 대정읍 신도리 2298-3,사업개시,2021-01-05,2024-06-30
1421,2020-02-07,조은태양광발전소,19.12,제주특별자치도 서귀포시 법환동 713번지,사업개시,2020-07-31,2024-06-30
1422,2020-02-07,방수 태양광발전소,248.9,제주특별자치도 서귀포시 성산읍 삼달리 323-1 외323-2,사업개시,2022-03-23,2024-06-30
1423,2020-02-11,제주감귤189호 태양광발전소,611.8,제주특별자치도 제주시 애월읍 곽지리 118번지 외119-1.119-2.216.216-3,사업개시,2020-06-26,2024-06-30
1424,2020-02-11,제주감귤186호 태양광발전소,309.12,제주특별자치도 제주시 한림읍 한림리 113-2 외117-4,사업개시,2020-05-25,2024-06-30
1425,2020-02-11,제주양지 태양광발전소,99.6,제주특별자치도 서귀포시 대정읍 안성리 929-8,사업개시,2021-01-05,2024-06-30
1426,2020-02-13,해피태양광발전소,16.6,제주특별자치도 제주시 용담이동 2694-13,사업개시,2020-07-21,2024-06-30
1427,2020-02-13,대우태양광발전소,202.5,제주특별자치도 제주시 봉개동 430번지,사업개시,2020-10-21,2024-06-30
1428,2020-02-13,온세태양광,99.6,제주특별자치도 제주시 아라이동 223-5,사업개시,2020-04-16,2024-06-30
1429,2020-02-20,태양5호태양광발전소,701.1,제주특별자치도 서귀포시 대정읍 무릉리 1824번지 외1826-3,사업개시,2020-10-21,2024-06-30
1430,2020-02-20,(주)수영하이텍 신도리태양광발전소,701.1,제주특별자치도 서귀포시 대정읍 신도리 148-1 외150.155-1,사업개시,2020-10-21,2024-06-30
1431,2020-02-20,정원태양광발전소,99.06,제주특별자치도 서귀포시 대정읍 신도리 2548-1,사업개시,2020-10-20,2024-06-30
1432,2020-02-20,도원1호태양광발전소,396.88,제주특별자치도 서귀포시 대정읍 신도리 259-2,사업개시,2020-10-21,2024-06-30
1433,2020-02-20,(주)수영하이텍 무릉리태양광발전소,824.1,제주특별자치도 서귀포시 대정읍 무릉리 1829-1 외1834,사업개시,2020-10-21,2024-06-30
1434,2020-02-24,제주형 태양광발전소,299.52,제주특별자치도 제주시 구좌읍 한동리 4819-1,사업개시,2021-02-26,2024-06-30
1435,2020-02-24,우주태양광발전소,28.8,제주특별자치도 서귀포시 대정읍 안성리 929-1,사업개시,2021-01-05,2024-06-30
1436,2020-02-24,우리태양광발전소,298.8,제주특별자치도 제주시 애월읍 납읍리 791-2 793,사업개시,2021-01-05,2024-06-30
1437,2020-02-24,수망농림에너지원,499.2,제주특별자치도 서귀포시 남원읍 수망리 602번지 외617,사업개시,2020-12-28,2024-06-30
1438,2020-02-24,청솔2태양광발전소,498,제주특별자치도 서귀포시 남원읍 위미리 3746-1 외3746-2,사업개시,2021-05-20,2024-06-30
1439,2020-02-24,벤츠1호 태양광발전소,99.6,제주특별자치도 제주시 한경면 조수리 740-4 .740-3,사업개시,2023-12-11,2024-06-30
1440,2020-03-03,조수태양광발전소,15,제주특별자치도 제주시 한경면 조수리 4007-16,사업개시,2020-07-09,2024-06-30
1441,2020-03-03,성산파워태양광발전소,989.36,제주특별자치도 서귀포시 성산읍 수산리 2211번지 외2213-1,사업개시,2021-09-16,2024-06-30
1442,2020-03-03,대선에너지태양광발전소,971.1,제주특별자치도 서귀포시 성산읍 수산리 2211번지 외2213-1.2227.2227-1,사업개시,2021-09-16,2024-06-30
1443,2020-03-05,금성태양광발전소,99.06,제주특별자치도 제주시 한림읍 금악리 3284번지,사업개시,2022-12-05,2024-06-30
1444,2020-03-05,사계리태양광발전소,300.96,제주특별자치도 서귀포시 안덕면 사계리 1149번지,사업개시,2021-02-05,2024-06-30
1445,2020-03-05,정아 태양광발전소,298.62,제주특별자치도 서귀포시 표선면 세화리 2023번지,사업개시,2020-09-10,2024-06-30
1446,2020-03-05,월림산전3호태양광발전소,299.7,제주특별자치도 제주시 한림읍 월림리 385번지 .385-3.436.436-1,사업개시,2020-11-24,2024-06-30
1447,2020-03-06,샘2호태양광발전소,99.06,제주특별자치도 제주시 한림읍 금악리 2823-1 .2868-8,사업개시,2022-12-05,2024-06-30
1448,2020-03-06,샘 태양광발전소,99.06,제주특별자치도 제주시 한림읍 금악리 2823번지 .2868-7,사업개시,2022-12-05,2024-06-30
1449,2020-03-06,정석2호 태양광발전소,99.12,제주특별자치도 제주시 한림읍 금악리 2200번지 .2204-13.2205-5,사업개시,2020-12-07,2024-06-30
1450,2020-03-16,행원2018 5호태양광발전소,99.06,제주특별자치도 제주시 구좌읍 행원리 936-1 .942-1,사업개시,2020-07-08,2024-06-30
1451,2020-03-16,더헬리오스 발전소,796.8,제주특별자치도 제주시 애월읍 상가리 852번지 .857.858.880.881.882.884.산16-12,사업개시,2020-10-29,2024-06-30
1452,2020-03-16,용산2호태양광발전소,298.8,제주특별자치도 제주시 한림읍 동명리 42번지,사업개시,2020-10-08,2024-06-30
1453,2020-03-16,영선태양광발전소,99.9,제주특별자치도 서귀포시 대정읍 상모리 2438번지 외2438-2,사업개시,2021-01-12,2024-06-30
1454,2020-03-24,제주감귤190호 태양광발전소,604.24,제주특별자치도 제주시 애월읍 어음리 961번지,사업개시,2020-06-26,2024-06-30
1455,2020-03-24,용산1호 태양광발전소,697.2,제주특별자치도 제주시 구좌읍 행원리 2121번지,사업개시,2020-12-28,2024-06-30
1456,2020-03-24,제주감귤191호 태양광발전소,393.12,제주특별자치도 제주시 애월읍 어음리 1092번지 외1093-1,사업개시,2020-06-18,2024-06-30
1457,2020-03-24,인성리태양광발전소,399.76,제주특별자치도 서귀포시 대정읍 인성리 56-1,사업개시,2021-02-05,2024-06-30
1458,2020-04-06,강정마을회 태양광발전소,493.02,제주특별자치도 서귀포시 강정동 3638번지,사업개시,2020-08-05,2024-06-30
1459,2020-04-06,LK 2호태양광발전소,99.06,제주특별자치도 제주시 한경면 청수리 2150-3 .2150-4.3389-26,사업개시,2022-12-05,2024-06-30
1460,2020-04-06,금중3태양광발전소,496.4,제주특별자치도 서귀포시 남원읍 의귀리 584번지,사업개시,2021-06-28,2024-06-30
1461,2020-04-06,세신 태양광발전소,996,제주특별자치도 서귀포시 성산읍 수산리 2996번지,사업개시,2021-10-20,2024-06-30
1462,2020-04-08,영희 태양광발전소,498,제주특별자치도 서귀포시 남원읍 의귀리 116-5 외113,사업개시,2020-12-01,2024-06-30
1463,2020-04-08,문심ENG 태양광발전소,98.4,제주특별자치도 제주시 조천읍 신흥리 929-1,사업개시,2021-01-12,2024-06-30
1464,2020-04-08,청도태양광발전소,388.48,제주특별자치도 제주시 한림읍 금악리 3378번지,사업개시,2023-01-02,2024-06-30
1465,2020-04-08,자연 태양광발전소,99.36,제주특별자치도 제주시 한림읍 금악리 1014-4,사업개시,2022-07-22,2024-06-30
1466,2020-04-08,오이일삼 태양광발전소,717.12,제주특별자치도 서귀포시 대정읍 인성리 521-3 521-4,사업개시,2020-12-28,2024-06-30
1467,2020-04-08,LSM태양광발전소,299.7,제주특별자치도 서귀포시 안덕면 서광리 1359-6 1371,사업개시,2020-10-22,2024-06-30
1468,2020-04-14,케이포에너지,29.62,제주특별자치도 서귀포시 안덕면 상창리 2246-1,사업개시,2021-01-04,2024-06-30
1469,2020-04-14,더썬에너지,99.6,제주특별자치도 제주시 한경면 조수리 2532-1 외2533,사업개시,2022-06-02,2024-06-30
1470,2020-04-14,맑음에너지,99.6,제주특별자치도 제주시 한경면 조수리 2532번지,사업개시,2022-06-02,2024-06-30
1471,2020-04-14,수민 태양광발전소,97.34,제주특별자치도 제주시 한림읍 금악리 1539번지 .1539-4.1562-1,사업개시,2024-03-27,2024-06-30
1472,2020-04-14,태광발전소,99.6,제주특별자치도 제주시 한경면 조수리 2532-2,사업개시,2022-06-02,2024-06-30
1473,2020-04-21,다담7호 태양광발전소,99.06,제주특별자치도 제주시 조천읍 신촌리 3041번지,사업개시,2021-01-04,2024-06-30
1474,2020-04-21,다담8호태양광발전소,99.06,제주특별자치도 제주시 조천읍 신촌리 3041번지,사업개시,2021-01-04,2024-06-30
1475,2020-04-21,지혜2호태양광발전소,99.06,제주특별자치도 제주시 회천동 508-3,사업개시,2023-10-05,2024-06-30
1476,2020-04-24,위미태양광발전소,15,제주특별자치도 서귀포시 남원읍 위미리 3008-9,사업개시,2020-10-08,2024-06-30
1477,2020-04-24,상승태양광발전소,498.96,제주특별자치도 서귀포시 표선면 가시리 1237번지 외1252.1256,사업개시,2020-12-28,2024-06-30
1478,2020-05-01,오라 태양광발전소,19.12,제주특별자치도 제주시 오라삼동 2622-1,사업개시,2021-01-22,2024-06-30
1479,2020-05-01,동명태양광발전소 2호,199.8,제주특별자치도 제주시 한림읍 동명리 1509번지 .1510.1511.1521-3.1969-8,사업개시,2022-07-18,2024-06-30
1480,2020-05-01,동명태양광발전소 1호,99.9,제주특별자치도 제주시 한림읍 동명리 1521-2 .1969-7,사업개시,2022-07-18,2024-06-30
